Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/11/09 14:07;Product1;1200;Visa;Sarah;San Francisco               ;CA;United States;1/11/09 13:08;1/31/09 10:20;37775;-12241833
1/1/09 12:25;Product2;3600;Mastercard;Anne-line;Zug;Zug;Switzerland;3/29/05 23:14;1/31/09 10:58;471666667;85166667
1/31/09 11:14;Product2;3600;Mastercard;Ulrika;Scottsdale                  ;AZ;United States;1/31/09 11:10;1/31/09 11:10;3350917;-11189833
1/2/09 9:57;Product1;1200;Amex;leigh;Potomac Falls               ;VA;United States;2/20/05 17:20;1/31/09 11:24;3905;-7740111
1/4/09 13:20;Product1;1200;Mastercard;Nuria;Superior                    ;CO;United States;1/4/09 12:08;1/31/09 13:17;3997778;-10513139
1/22/09 12:32;Product1;1200;Mastercard;Tejal;London;England;United Kingdom;1/2/08 9:51;1/31/09 14:43;5152721;14559
1/18/09 6:09;Product1;1200;Mastercard;Ignacio;Engleside                   ;VA;United States;5/21/07 18:56;1/31/09 15:33;3880472;-7704722
1/8/09 0:04;Product1;1200;Visa;ZOE;New Plymouth City;Taranaki;New Zealand;1/7/09 23:34;1/31/09 17:47;-390666667;1740833333
1/24/09 7:14;Product1;1200;Mastercard;nihan;Roanoke                     ;VA;United States;3/2/08 7:35;1/31/09 19:18;3720556;-8003778
1/24/09 11:05;Product1;1200;Visa;alan;Norcross                    ;GA;United States;7/30/07 15:16;1/31/09 19:31;3394111;-8421361
1/6/09 15:12;Product1;1200;Amex;lydia;Sandy Plains                ;GA;United States;9/23/06 8:42;1/31/09 20:48;3402306;-8436167
1/24/09 17:06;Product1;1200;Visa;Tracey;Saint Catharines;Ontario;Canada;1/24/09 15:51;1/31/09 21:10;431666667;-792333333
1/3/09 9:58;Product1;1200;Visa;Anja;Gainesville                 ;VA;United States;10/19/08 8:27;1/31/09 22:19;3879556;-7761417
1/9/09 16:35;Product1;1200;Diners;Jennifer;Nordstrand;Oslo;Norway;12/29/05 9:26;2/1/09 4:18;598608333;107905556
1/12/09 14:50;Product1;1200;Visa;Holly;Arlington                   ;MA;United States;1/12/09 9:54;2/1/09 7:36;4241528;-7115694
1/7/09 13:49;Product1;1200;Diners;megan;West Hills                  ;CA;United States;1/7/09 12:36;2/1/09 8:20;3420111;-11859722
1/9/09 19:41;Product1;1200;Mastercard;Tarah;San Jose                    ;CA;United States;1/5/09 18:02;2/1/09 9:18;3733944;-12189389
1/26/09 4:53;Product1;1200;Visa;Gerardo;London;England;United Kingdom;1/26/09 4:12;2/1/09 9:48;5152721;14559
1/23/09 21:41;Product1;1200;Visa;Joanne;Oak Park                    ;MI;United States;12/26/08 11:00;2/1/09 9:51;4245944;-8318278
1/6/09 16:07;Product1;1200;Visa;Margaret;Terrell Hills               ;TX;United States;12/21/08 12:21;2/1/09 10:06;2942389;-9849333
1/10/09 7:55;Product1;1200;Visa;Laura;Jumeira;Dubayy;United Arab Emirates;1/7/09 9:47;2/1/09 10:18;252097222;552477778
1/28/09 20:44;Product1;1200;Visa;Whitney;Falmouth                    ;VA;United States;1/28/09 19:36;2/1/09 11:33;3832389;-7746861
1/9/09 3:38;Product1;1200;Visa;Ravinder;Lurgan;Northern Ireland;United Kingdom;6/3/08 4:22;2/1/09 11:53;544666667;-63333333
1/19/09 8:52;Product1;1200;Visa;Pam;Richmond                    ;TX;United States;1/6/09 15:24;2/1/09 11:53;2958194;-9576056
1/15/09 7:26;Product1;1200;Mastercard;Celina;Den Haag;Zuid-Holland;Netherlands;1/14/09 0:00;2/1/09 13:17;520833333;43
1/30/09 19:12;Product1;1200;Diners;Heather;Ooltewah                    ;TN;United States;1/30/09 18:54;2/1/09 13:51;35075;-8506222
1/5/09 12:41;Product1;1200;Mastercard;Kathryn;Pacific Beach               ;CA;United States;1/5/09 11:50;2/1/09 14:28;3279778;-11723944
1/28/09 20:59;Product1;1200;Visa;Michele ;Austin                      ;TX;United States;1/28/09 9:40;2/1/09 15:00;3026694;-9774278
1/10/09 21:36;Product1;1200;Visa;Craig;Seattle                     ;WA;United States;8/10/08 16:47;2/1/09 15:27;4760639;-12233083
1/25/09 19:59;Product1;1200;Visa;Kim;Seattle                     ;WA;United States;8/13/08 18:27;2/1/09 16:04;4760639;-12233083
1/7/09 8:03;Product1;1200;Amex;maria;Ottawa;Ontario;Canada;4/17/05 22:28;2/1/09 18:52;454166667;-757
1/21/09 9:07;Product1;1200;Visa;Elaine;Vienna                      ;VA;United States;4/2/08 9:59;2/1/09 21:07;3890111;-7726556
1/23/09 14:43;Product1;1200;Visa;Madison;Torbay;Auckland;New Zealand;1/18/09 11:34;2/1/09 21:31;-367;17475
1/5/09 13:07;Product1;1200;Visa;Amanda;Shenfield;England;United Kingdom;1/2/09 14:27;2/1/09 22:27;516166667;3166667
1/6/09 3:39;Product1;1200;Visa;Krista;Bergen;Hordaland;Norway;9/20/05 1:58;2/2/09 0:08;603911111;53247222
1/15/09 15:26;Product1;1200;Visa;Sarah;Bolton;England;United Kingdom;1/15/09 8:16;2/2/09 0:53;535833333;-24333333
1/23/09 4:47;Product1;1200;Mastercard;Sarah;Sandymount;Dublin;Ireland;1/16/06 8:48;2/2/09 2:12;53335;-62113889
1/12/09 10:05;Product2;3600;Amex;Pamela;Bellinzona;Ticino;Switzerland;9/3/07 13:23;2/2/09 5:16;462;90166667
1/30/09 5:13;Product1;1200;Visa;Christine;Antwerpen;Antwerpen;Belgium;1/3/06 13:57;2/2/09 5:45;512166667;44166667
1/14/09 10:32;Product3;7500;Mastercard;Diana;Campinas;Sao Paulo;Brazil;11/5/08 7:03;2/2/09 5:54;-229;-470833333
1/12/09 8:13;Product1;1200;Amex;mary;Nacka;Stockholm;Sweden;3/8/06 4:32;2/2/09 6:01;593;181666667
1/27/09 8:11;Product1;1200;Visa;Helena;Fremont                     ;CA;United States;1/27/09 8:05;2/2/09 6:08;3754833;-1219875
1/30/09 17:33;Product1;1200;Visa;nina;Warwick;Queensland;Australia;1/25/09 22:36;2/2/09 6:13;-282333333;1520166667
1/15/09 9:52;Product1;1200;Amex;Mark;Holmdel                     ;NJ;United States;1/15/09 8:36;2/2/09 7:00;40345;-7418444
1/13/09 11:54;Product1;1200;Visa;alice and rudolf;Baltimore                   ;MD;United States;1/8/09 11:11;2/2/09 8:01;392725;-7653167
1/21/09 11:00;Product1;1200;Visa;Costanza;Saggart;Dublin;Ireland;1/19/09 10:11;2/2/09 8:29;532802778;-64444444
1/16/09 11:49;Product1;1200;Mastercard;Yoko;Andover                     ;MA;United States;2/18/08 18:56;2/2/09 8:53;4265833;-711375
1/1/09 9:35;Product1;1200;Mastercard;Barbara;La Crescenta                ;CA;United States;12/31/08 17:51;2/2/09 10:27;3422417;-11823917
1/13/09 5:58;Product1;1200;Mastercard;Kit;Suwanee                     ;GA;United States;1/5/09 21:12;2/2/09 13:13;3405139;-8407139
1/6/09 16:08;Product2;3600;Visa;cristina;Seattle                     ;WA;United States;3/14/05 16:39;2/2/09 14:17;4760639;-12233083
1/5/09 10:25;Product1;1200;Amex;linda;Arlington                   ;VA;United States;10/11/08 3:50;2/2/09 16:13;3889028;-7708444
1/4/09 21:08;Product1;1200;Mastercard;Christyna;Calgary;Alberta;Canada;1/21/08 20:11;2/2/09 18:50;510833333;-1140833333
1/12/09 20:43;Product1;1200;Visa;Alicja ;Kenmore                     ;WA;United States;1/12/09 20:31;2/2/09 20:26;477575;-12224278
1/17/09 3:22;Product1;1200;Visa;Rachel;Fresno                      ;CA;United States;2/1/08 12:45;2/2/09 20:35;3674778;-11977139
1/18/09 11:17;Product1;1200;Amex;Rachel;Atascadero                  ;CA;United States;3/11/08 13:35;2/2/09 22:49;3548944;-12066972
1/27/09 9:01;Product1;1200;Visa;Jan;Barcelona;Catalonia;Spain;5/29/08 12:23;2/3/09 0:59;413833333;21833333
1/8/09 8:11;Product1;1200;Diners;Karin;High Wycombe;England;United Kingdom;1/8/09 7:00;2/3/09 1:54;516333333;-7666667
1/26/09 23:28;Product2;3600;Amex;ron ;Tsaritsyno;Moscow City;Russia;12/7/06 8:26;2/3/09 2:10;556283333;376608333
1/10/09 21:35;Product1;1200;Mastercard;Sharon;Ajax;Ontario;Canada;8/7/08 6:17;2/3/09 3:42;4385;-790166667
1/11/09 6:01;Product1;1200;Mastercard;Anna;New York                    ;NY;United States;1/1/09 10:24;2/3/09 4:25;4071417;-7400639
1/19/09 14:53;Product1;1200;Mastercard;Laura;Fairfield                   ;IA;United States;12/12/08 5:18;2/3/09 5:40;4100861;-919625
1/22/09 7:14;Product1;1200;Visa;Yana;North Bay;Ontario;Canada;10/11/06 19:22;2/3/09 6:36;463;-7945
1/15/09 8:12;Product1;1200;Visa;Katherine;Marietta                    ;GA;United States;1/13/09 10:03;2/3/09 7:44;339525;-8455
1/7/09 6:33;Product1;1200;Diners;Therese;Clontarf;Dublin;Ireland;6/15/08 8:08;2/3/09 7:51;533591667;-62161111
1/12/09 8:05;Product1;1200;Amex;Francoise ;Danville                    ;PA;United States;1/12/09 6:44;2/3/09 8:01;4096333;-7661306
1/28/09 13:03;Product2;3600;Amex;Elizabeth;Okotoks;Alberta;Canada;9/10/08 6:53;2/3/09 9:13;507166667;-1139666667
1/25/09 8:54;Product1;1200;Amex;Corinne;Anthem                      ;AZ;United States;3/26/06 17:32;2/3/09 9:50;3386722;-11214611
1/5/09 10:08;Product1;1200;Visa;Ec;Clonmel;Tipperary;Ireland;1/5/09 7:47;2/3/09 10:21;52355;-77038889
1/5/09 19:29;Product1;1200;Visa;Carmen;Arlington                   ;VA;United States;4/29/08 16:09;2/3/09 10:23;3889028;-7708444
1/7/09 19:06;Product2;3600;Amex;Brittany;Orlando                     ;FL;United States;8/10/04 3:30;2/3/09 11:32;2853806;-8137944
1/23/09 11:33;Product1;1200;Mastercard;Sandrine;Walnut Creek                ;CA;United States;1/22/09 23:31;2/3/09 11:49;3790639;-12206389
1/3/09 21:11;Product1;1200;Mastercard;asuncion ;Centennial                  ;CO;United States;12/3/08 13:00;2/3/09 11:50;3957917;-10487639
1/11/09 17:28;Product1;1200;Visa;Sophie;Newtown                     ;CT;United States;1/11/09 11:50;2/3/09 12:21;4141389;-7330389
1/21/09 20:18;Product1;1200;Amex;Henrietta;Vancouver;British Columbia;Canada;7/6/07 23:53;2/3/09 12:22;4925;-1231333333
1/24/09 10:23;Product1;1200;Visa;DD;York;England;United Kingdom;8/19/08 12:58;2/3/09 12:57;539666667;-10833333
1/7/09 14:55;Product1;1200;Visa;Jennifer;Drogheda;Louth;Ireland;9/21/06 2:39;2/3/09 13:36;537188889;-63477778
1/29/09 10:38;Product1;1200;Visa;samuel;Saddle Brook                ;NJ;United States;1/29/09 9:08;2/3/09 14:39;4089889;-7409306
1/8/09 14:04;Product1;1200;Amex;Angelina  Patrick;San Diego                   ;CA;United States;1/7/09 17:01;2/3/09 14:57;3271528;-11715639
1/31/09 21:50;Product1;1200;Visa;Sven;Issaquah                    ;WA;United States;1/31/09 21:01;2/3/09 16:30;4753028;-12203139
1/1/09 16:00;Product1;1200;Visa;Toni;Bolton;England;United Kingdom;10/7/08 15:19;2/3/09 16:45;535833333;-24333333
1/30/09 13:13;Product1;1200;Visa;Patrick;Lexington                   ;MA;United States;1/30/09 12:44;2/3/09 17:14;4244722;-71225
1/27/09 16:50;Product1;1200;Visa;jason;Altadena                    ;CA;United States;12/28/08 14:42;2/3/09 18:09;3418972;-11813028
1/30/09 7:42;Product1;250;Visa;Tabatha;Altadena                    ;CA;United States;12/28/08 14:42;2/3/09 18:09;3418972;-11813028
1/17/09 15:48;Product2;3600;Visa;Aline;Davis                       ;CA;United States;1/8/05 14:03;2/3/09 19:14;38545;-12173944
1/12/09 11:40;Product2;3600;Visa;Debra;Toronto;Ontario;Canada;12/30/08 6:59;2/3/09 19:42;436666667;-794166667
1/30/09 20:27;Product1;1200;Mastercard;Natasha;Pasadena                    ;CA;United States;1/30/09 20:02;2/3/09 23:39;3414778;-11814361
1/27/09 18:35;Product1;1200;Mastercard;Melinda;Buffalo Grove               ;IL;United States;1/27/09 18:28;2/3/09 23:42;4198111;-89595
1/16/09 12:47;Product1;1200;Visa;Luc1nda;London;England;United Kingdom;12/12/04 15:18;2/4/09 2:13;5152721;14559
1/2/09 2:50;Product1;1200;Visa;Kim;Newcastle;Wicklow;Ireland;10/12/05 6:56;2/4/09 2:19;530683333;-60658333
1/21/09 5:39;Product1;1200;Amex;Britlyn ;Norwalk                     ;CT;United States;11/4/08 9:51;2/4/09 4:31;411175;-7340833
1/28/09 1:28;Product1;1200;Diners;Adam;Besancon;Franche-Comte;France;1/26/09 2:28;2/4/09 5:39;4725;60333333
1/8/09 13:33;Product1;1200;Visa;Mimi;Monte-Carlo; ;Monaco;9/23/06 13:19;2/4/09 6:16;437333333;74166667
1/22/09 12:09;Product1;1200;Visa;Liann;Monaco; ;Monaco;1/22/09 11:32;2/4/09 6:28;437333333;74166667
1/20/09 8:23;Product1;1200;Mastercard;Sarah;Floyds Knobs                ;IN;United States;10/12/05 17:17;2/4/09 8:16;3832444;-8587361
1/2/09 7:47;Product1;1200;Diners;Naseer;London;England;United Kingdom;12/8/08 6:45;2/4/09 8:50;515;-1166667
1/11/09 4:55;Product1;1200;Amex;Caroline;Marietta                    ;GA;United States;4/12/06 18:20;2/4/09 9:22;339525;-8455
1/23/09 7:47;Product1;1800;Amex;Karena;Marietta                    ;GA;United States;4/12/06 18:20;2/4/09 9:22;339525;-8455
1/21/09 23:19;Product1;1200;Amex;janet;Hon                         ;HI;United States;9/4/08 16:51;2/4/09 11:11;2130694;-15785833
1/11/09 4:29;Product3;7500;Visa;Hans;Knoxville                   ;TN;United States;8/28/08 6:20;2/4/09 12:17;3596056;-8392083
1/11/09 4:39;Product1;1200;Visa;Sandra  Thierry  Zoe;Knoxville                   ;TN;United States;8/28/08 6:20;2/4/09 12:17;3596056;-8392083
1/10/09 8:13;Product1;1200;Mastercard;Eleanor;Edinburgh;Scotland;United Kingdom;7/31/08 22:34;2/4/09 13:08;5595;-32
1/22/09 12:55;Product1;1200;Visa;Anna;Paris;Ile-de-France;France;8/17/07 4:34;2/4/09 13:12;488666667;23333333
1/17/09 15:00;Product1;1200;Visa;Cara ;Humble                      ;TX;United States;3/12/07 14:55;2/4/09 13:29;2999861;-9526194
1/4/09 14:06;Product1;1200;Visa;carolien;Mashpee                     ;MA;United States;1/4/09 12:21;2/4/09 13:45;4164833;-7048167
1/30/09 17:09;Product1;1200;Mastercard;Ana;Hong Kong; ;Hong Kong;7/28/06 2:31;2/4/09 16:26;222833333;11415
1/20/09 5:01;Product1;1200;Visa;Patrick;Birmingham                  ;MI;United States;1/18/09 17:36;2/4/09 16:45;4254667;-8321139
1/26/09 14:37;Product1;1200;Visa;Heidi;St Augustine                ;FL;United States;12/19/07 12:00;2/4/09 16:55;2989444;-8131472
1/29/09 13:27;Product1;1200;Visa;Tom;Salt Lake City              ;UT;United States;1/28/09 14:47;2/4/09 20:07;4076083;-11189028
1/12/09 10:33;Product1;1200;Amex;Justine;Seattle                     ;WA;United States;1/7/09 16:45;2/4/09 20:57;4760639;-12233083
1/5/09 8:28;Product1;1200;Visa;isabel;Ruti;Zurich;Switzerland;1/5/09 5:08;2/4/09 22:59;4725;885
1/25/09 16:11;Product3;7500;Visa;scott;Rogers                      ;AR;United States;1/25/09 15:55;2/5/09 0:20;3633194;-9411833
1/25/09 20:44;Product1;1200;Visa;Fatima;Rogers                      ;AR;United States;1/25/09 15:55;2/5/09 0:20;3633194;-9411833
1/26/09 11:36;Product1;1200;Visa;Judy;Dun Laoghaire;Dublin;Ireland;1/26/09 7:28;2/5/09 2:38;532925;-61286111
1/27/09 2:32;Product1;1200;Visa;Glenn;Perth;Scotland;United Kingdom;6/27/06 9:12;2/5/09 3:15;564;-34333333
1/18/09 13:36;Product1;1200;Amex;Family in;London;England;United Kingdom;4/23/05 9:46;2/5/09 3:17;5151334;-8895
1/7/09 5:53;Product1;1200;Visa;Lauren;Gries;Rhineland-Palatinate;Germany;1/7/09 2:49;2/5/09 3:41;494166667;74
1/25/09 1:53;Product3;7500;Visa;Michael;Pietermaritzburg;KwaZulu-Natal;South Africa;1/24/09 12:52;2/5/09 4:37;-296166667;303833333
1/18/09 11:42;Product1;1200;Visa;Jodi;Sutton Valence;England;United Kingdom;11/17/08 10:30;2/5/09 6:21;512;5833333
1/13/09 1:46;Product1;1200;Mastercard;simone;Lyngby;Kobenhavn;Denmark;10/30/07 12:03;2/5/09 8:52;557666667;125166667
1/2/09 15:57;Product1;1200;Diners;Sonja;Alpine                      ;NJ;United States;1/2/09 15:25;2/5/09 10:18;4095583;-7393167
1/25/09 8:50;Product1;1200;Mastercard;Shane;Zurich;Zurich;Switzerland;1/24/09 12:23;2/5/09 11:07;473666667;855
1/14/09 8:16;Product2;3600;Amex;Ruth;Saskatoon;Saskatchewan;Canada;8/9/08 12:51;2/5/09 11:24;521333333;-1066666667
1/27/09 11:21;Product1;1200;Mastercard;Cleo;Pacific Palisades           ;CA;United States;1/27/09 10:38;2/5/09 12:38;3404806;-11852556
1/8/09 10:13;Product1;1200;Diners;Benoit;Fort Saint James;British Columbia;Canada;1/7/09 16:01;2/5/09 14:03;544333333;-12425
1/5/09 7:47;Product1;1200;Amex;Claire;Versoix;Geneve;Switzerland;4/18/07 12:55;2/5/09 15:15;462833333;61666667
1/22/09 9:00;Product1;1200;Visa;Claire;Trumansburg                 ;NY;United States;7/6/08 14:33;2/5/09 16:33;4254222;-7666639
1/25/09 12:59;Product1;1200;Visa;Lindsey;Kennett Square              ;PA;United States;1/13/09 20:08;2/5/09 18:40;3984667;-7571194
1/10/09 19:28;Product2;3600;Visa;Nicola;San Jose                    ;CA;United States;8/5/05 0:29;2/5/09 21:10;3733944;-12189389
1/8/09 19:29;Product2;3600;Mastercard;PATRICK;Ban Khlong Sip;Krung Thep;Thailand;1/8/09 0:01;2/5/09 21:22;139166667;1008166667
1/8/09 12:04;Product1;1200;Visa;jennifer;Morro Bay                   ;CA;United States;12/1/03 19:13;2/5/09 22:11;3536583;-12084889
1/4/09 16:59;Product1;1200;Visa;Amy;Parramatta;New South Wales;Australia;1/3/09 22:35;2/5/09 22:44;-338166667;151
1/30/09 11:56;Product1;1200;Mastercard;Whitney;Dumbleton;England;United Kingdom;7/31/08 13:46;2/6/09 0:04;520166667;-19666667
1/6/09 5:10;Product1;1200;Visa;Astrid;Altlengbach;Lower Austria;Austria;6/24/08 0:49;2/6/09 0:37;4815;159166667
1/14/09 3:39;Product1;1200;Visa;jo;Ballincollig;Cork;Ireland;12/10/08 7:41;2/6/09 2:36;518833333;-85833333
1/14/09 3:47;Product1;1200;Visa;Michelle;Ballincollig;Cork;Ireland;12/10/08 7:41;2/6/09 2:36;518833333;-85833333
1/19/09 3:19;Product1;1200;Mastercard;TG;Zagore;Stara Zagora;Bulgaria;11/20/08 3:00;2/6/09 4:19;4235;256666667
1/7/09 1:42;Product1;1200;Mastercard;Emily;Vecmilgravis;Riga;Latvia;1/4/09 10:33;2/6/09 4:20;570333333;241
1/7/09 13:01;Product2;3600;Visa;Niki;Trelex;Vaud;Switzerland;8/5/07 0:43;2/6/09 5:02;464166667;62
1/27/09 2:35;Product1;1200;Visa;Sarah;Ornex;Rhone-Alpes;France;8/28/08 6:28;2/6/09 5:09;462833333;61
1/3/09 14:14;Product1;1200;Visa;sherry;Las Vegas                   ;NV;United States;1/3/09 13:49;2/6/09 5:29;36175;-11513639
1/22/09 12:37;Product2;3600;Amex;Laura;San Anselmo                 ;CA;United States;1/22/09 10:17;2/6/09 6:38;3797472;-12256056
1/29/09 6:49;Product1;1200;Mastercard;Carmela;Hannover;Lower Saxony;Germany;4/2/08 2:39;2/6/09 6:52;523666667;97166667
1/6/09 9:45;Product1;1200;Diners;Matt;N Woodmere                  ;NY;United States;12/30/08 13:01;2/6/09 7:33;4066417;-7370889
1/12/09 11:16;Product1;1200;Visa;Karen;Madrid;Madrid;Spain;7/17/07 6:08;2/6/09 10:42;404;-36833333
1/13/09 13:49;Product1;1200;Visa;Joanne;Castlebar;Mayo;Ireland;1/6/08 14:03;2/6/09 12:35;5385;-93
1/12/09 7:23;Product1;1200;Visa;Stephanie;Fairfax                     ;CA;United States;1/11/09 14:42;2/6/09 16:13;3798722;-12258778
1/30/09 4:48;Product1;1200;Visa;Hurst;Chandler                    ;AZ;United States;6/18/08 14:29;2/6/09 17:21;3330611;-11184056
1/22/09 16:29;Product1;1200;Visa;Liza;Dammeron Valley             ;UT;United States;1/17/09 15:18;2/6/09 18:14;371306;-1136492
1/27/09 6:26;Product1;1200;Mastercard;Michele;Buffalo                     ;NY;United States;1/25/09 11:56;2/6/09 18:24;4288639;-7887861
1/15/09 10:16;Product3;7500;Visa;Karin;Olive Branch                ;MS;United States;1/12/09 17:41;2/6/09 18:48;3496167;-8982944
1/19/09 18:54;Product1;1200;Amex;cath;Warwick                     ;NY;United States;1/19/09 11:34;2/6/09 19:27;4125639;-7436028
1/2/09 22:44;Product2;3600;Visa;eva;Gisborne;Victoria;Australia;12/3/06 15:36;2/6/09 20:03;-374833333;1445833333
1/1/09 18:32;Product1;1200;Amex;Andrea ;San Mateo                   ;CA;United States;12/31/08 17:09;2/6/09 21:59;3756306;-12232444
1/14/09 1:28;Product1;1200;Mastercard;Sabine;Milton Keynes;England;United Kingdom;6/24/06 15:10;2/7/09 0:26;520333333;-7
1/20/09 8:08;Product1;1200;Mastercard;Aideen and Jonathan;Kecskemet;Bacs-Kiskun;Hungary;1/19/09 5:49;2/7/09 1:12;469;197833333
1/29/09 2:48;Product1;1200;Visa;George;Nakskov;Storstrom;Denmark;1/29/09 2:19;2/7/09 2:09;548333333;1115
1/24/09 18:02;Product1;1200;Visa;Helen;Aloma                       ;FL;United States;11/29/05 17:33;2/7/09 6:03;2860056;-8130667
1/7/09 8:26;Product1;1200;Diners;C;Chandler                    ;AZ;United States;1/6/09 16:23;2/7/09 6:05;3330611;-11184056
1/24/09 3:36;Product1;1200;Visa;chris;Kjobenhavn;Staden Kobenhavn;Denmark;1/20/09 13:11;2/7/09 6:52;556666667;125833333
1/5/09 15:23;Product1;1200;Visa;maggie;Stockton;England;United Kingdom;6/12/08 10:59;2/7/09 11:08;5225;-27
1/25/09 16:17;Product1;1200;Amex;Mareike;Cumming                     ;GA;United States;1/24/09 18:06;2/7/09 11:28;3420722;-8414028
1/15/09 10:37;Product1;1200;Visa;lamia;Little Compton              ;RI;United States;6/28/08 11:04;2/7/09 12:00;4151;-7117167
1/20/09 15:28;Product1;1200;Visa;Madhu;Centennial                  ;CO;United States;12/2/06 23:24;2/7/09 15:18;3957917;-10487639
1/28/09 18:00;Product1;13;Visa;sandhya;Centennial                  ;CO;United States;12/2/06 23:24;2/7/09 15:18;3957917;-10487639
1/29/09 5:06;Product1;1200;Amex;Kimberly;Herndon                     ;VA;United States;1/23/08 10:05;2/7/09 15:23;3896944;-7738639
1/6/09 18:53;Product1;1200;Visa;Tania;Vista                       ;CA;United States;1/5/09 22:37;2/7/09 15:48;332;-11724167
1/21/09 6:55;Product1;1200;Visa;andrea;Oostburg                    ;WI;United States;1/20/09 13:33;2/7/09 16:48;4362278;-8779444
1/26/09 20:18;Product1;1200;Mastercard;John;Griffith;New South Wales;Australia;1/15/07 20:37;2/7/09 18:04;-342833333;1460333333
1/25/09 17:58;Product2;3600;Visa;carol;Ann Arbor                   ;MI;United States;7/5/08 9:20;2/7/09 18:51;4227083;-8372639
1/9/09 14:37;Product1;1200;Visa;Nona;South Jordan                ;UT;United States;1/8/09 15:14;2/7/09 19:11;4056222;-11192889
1/25/09 2:46;Product2;3600;Visa;Family;Dubai;Dubayy;United Arab Emirates;1/8/09 1:19;2/8/09 2:06;252522222;5528
1/17/09 20:46;Product2;3600;Visa;Michelle;Dubai;Dubayy;United Arab Emirates;4/13/08 2:36;2/8/09 2:12;252522222;5528
1/24/09 7:18;Product2;3600;Visa;Kathryn;Kirriemuir;Scotland;United Kingdom;1/23/09 10:31;2/8/09 2:52;566666667;-3
1/11/09 7:09;Product1;1200;Visa;Oswald;Tramore;Waterford;Ireland;10/13/08 16:43;2/8/09 3:02;521588889;-71463889
1/8/09 4:15;Product1;1200;Visa;Elyssa;Gdansk;Pomorskie;Poland;1/7/09 15:00;2/8/09 3:50;5435;186666667
1/22/09 10:47;Product1;1200;Visa;michelle;Arklow;Wicklow;Ireland;11/18/08 1:32;2/8/09 5:07;527930556;-61413889
1/26/09 20:47;Product1;1200;Mastercard;Alicia;Lincoln                     ;NE;United States;6/24/08 8:05;2/8/09 7:29;408;-9666667
1/12/09 12:22;Product1;1200;Mastercard;JP;Tierp;Uppsala;Sweden;1/6/09 11:34;2/8/09 11:15;603333333;175
1/26/09 1:44;Product2;3600;Visa;Geraldine;Brussels;Brussels (Bruxelles);Belgium;1/31/08 13:28;2/8/09 14:39;508333333;43333333
1/18/09 12:57;Product1;1200;Mastercard;sandra;Burr Oak                    ;IA;United States;1/24/08 16:11;2/8/09 15:30;4345889;-9186528
1/24/09 21:26;Product1;1200;Visa;Olivia;Wheaton                     ;IL;United States;5/8/08 16:02;2/8/09 16:00;4186611;-8810694
1/26/09 12:26;Product2;3600;Mastercard;Tom;Killeen                     ;TX;United States;1/26/09 5:23;2/8/09 17:33;3111694;-977275
1/5/09 7:37;Product1;1200;Visa;Annette ;Manhattan                   ;NY;United States;9/26/08 4:29;2/8/09 18:42;4071417;-7400639
1/14/09 12:33;Product1;1200;Visa;SUSAN;Oxford;England;United Kingdom;9/11/08 23:23;2/8/09 23:00;5175;-125
1/14/09 0:15;Product2;3600;Visa;Michael;Paris;Ile-de-France;France;11/28/08 0:07;2/9/09 1:30;488666667;23333333
1/1/09 12:42;Product1;1200;Visa;ashton;Exeter;England;United Kingdom;12/15/08 1:16;2/9/09 2:52;507;-35333333
1/6/09 6:07;Product1;1200;Visa;Scott;Rungsted;Frederiksborg;Denmark;12/27/08 14:29;2/9/09 4:20;558841667;125419444
1/15/09 5:11;Product2;3600;Visa;Pam;London;England;United Kingdom;7/11/06 12:43;2/9/09 4:42;5152721;14559
1/17/09 4:03;Product1;1200;Visa;Lisa ;Borja;Bohol;Philippines;1/17/09 2:45;2/9/09 6:09;99136111;1240927778
1/19/09 10:13;Product2;3600;Mastercard;Pavel;London;England;United Kingdom;2/28/06 5:35;2/9/09 6:57;5151334;-8895
1/18/09 9:42;Product1;1200;Visa;Richard;Jamestown                   ;RI;United States;1/18/09 9:22;2/9/09 8:30;4149694;-7136778
1/9/09 11:14;Product1;1200;Visa;Jasinta Jeanne;Owings Mills                ;MD;United States;1/9/09 10:43;2/9/09 9:17;3941944;-7678056
1/10/09 13:42;Product1;1200;Visa;Rachel;Hamilton;Ontario;Canada;1/10/09 12:22;2/9/09 9:54;4325;-798333333
1/7/09 7:28;Product1;1200;Amex;Cherish ;Anchorage                   ;AK;United States;7/28/08 7:31;2/9/09 10:50;6121806;-14990028
1/18/09 6:46;Product1;1200;Visa;Shona ;Mornington;Meath;Ireland;1/15/09 9:13;2/9/09 11:55;537233333;-62825
1/30/09 12:18;Product1;1200;Mastercard;Abikay;Fullerton                   ;CA;United States;1/26/09 13:34;2/9/09 12:53;3387028;-11792444
1/6/09 5:42;Product1;1200;Amex;Abikay;Atlanta                     ;GA;United States;10/27/08 14:16;2/9/09 13:50;3374889;-8438806
1/2/09 10:58;Product2;3600;Visa;Kendra;Toronto;Ontario;Canada;1/2/09 10:38;2/9/09 13:56;436666667;-794166667
1/8/09 3:29;Product1;1200;Visa;amanda;Liverpool;England;United Kingdom;12/22/08 1:41;2/9/09 14:06;534166667;-3
